Roll,Name,Email,Branch
1401CB01,Mansi,Mansi@mycollege.in,CB
1401CB02,Tushar,Tushar@mycollege.in,CB
1401CB03,Abhinav,Abhinav@mycollege.in,CB
1401CB04,Shivangi,Shivangi@mycollege.in,CB
1401CB05,Ashutosh,Ashutosh@mycollege.in,CB
1401CB06,Adarsh,Adarsh@mycollege.in,CB
1401CB07,Divya,Divya@mycollege.in,CB
1401CB08,Piyush,Piyush@mycollege.in,CB
1401CB09,Pragya,Pragya@mycollege.in,CB
1401CB10,Ajay,Ajay@mycollege.in,CB
1401CB11,Akanksha,Akanksha@mycollege.in,CB
1401CB12,Neeraj,Neeraj@mycollege.in,CB
1401CB13,Ritika,Ritika@mycollege.in,CB
1401CB14,Tanya,Tanya@mycollege.in,CB
1401MT47,Eshma,Eshma@mycollege.in,MT
1401MT48,Aruba,Aruba@mycollege.in,MT
1401MT49,Ehtisham,Ehtisham@mycollege.in,MT
1401MT50,Nitya,Nitya@mycollege.in,MT
1401MT51,Nishu,Nishu@mycollege.in,MT
1401MT52,Noorsaba,Noorsaba@mycollege.in,MT
1401MT53,Punya,Punya@mycollege.in,MT
1401MT54,Nihal,Nihal@mycollege.in,MT
1401MT55,Devyanti,Devyanti@mycollege.in,MT
1401MT56,Nishchay,Nishchay@mycollege.in,MT
1401MT57,Shagun,Shagun@mycollege.in,MT
1401MT58,Joy,Joy@mycollege.in,MT
1401MT59,Reshami,Reshami@mycollege.in,MT
1401MT60,Ronit,Ronit@mycollege.in,MT
1401MT61,Rishu,Rishu@mycollege.in,MT
1401MT62,Prasun,Prasun@mycollege.in,MT
1401MT63,Prakharendra,Prakharendra@mycollege.in,MT
1401MT64,Priyamvada,Priyamvada@mycollege.in,MT
1401MT65,Rajneesh,Rajneesh@mycollege.in,MT
1401MT66,Kausar,Kausar@mycollege.in,MT
1401MT67,Rouby,Rouby@mycollege.in,MT
1401MT68,Sanket,Sanket@mycollege.in,MT
1401MT69,Hari,Hari@mycollege.in,MT
1401MT70,Saumile,Saumile@mycollege.in,MT
1401MT71,Shagufta,Shagufta@mycollege.in,MT
1401MT72,Shaad,Shaad@mycollege.in,MT
1401MT73,Rupali,Rupali@mycollege.in,MT
1401MT74,Jenamani,Jenamani@mycollege.in,MT
1401MT75,Sadiya,Sadiya@mycollege.in,MT
1401MT76,Saksham,Saksham@mycollege.in,MT
1401MT77,Saharsh,Saharsh@mycollege.in,MT
1401MT78,Kushan,Kushan@mycollege.in,MT
