Roll,Name,Email,Branch
1401AI44,Shivani,Shivani@mycollege.in,AI
1401AI45,Prakhar,Prakhar@mycollege.in,AI
1401CB32,Ankita,Ankita@mycollege.in,CB
1401CB33,Shraddha,Shraddha@mycollege.in,CB
1401CB34,Deepak,Deepak@mycollege.in,CB
1401CB35,Priyanka,Priyanka@mycollege.in,CB
1401CB36,Khushi,Khushi@mycollege.in,CB
1401CB37,Shweta,Shweta@mycollege.in,CB
1401CB38,Kavya,Kavya@mycollege.in,CB
1401CB39,Kunal,Kunal@mycollege.in,CB
1401CB40,Dheeraj,Dheeraj@mycollege.in,CB
1401CB41,Akshita,Akshita@mycollege.in,CB
1401CB42,Riya,Riya@mycollege.in,CB
1401CB43,Sneha,Sneha@mycollege.in,CB
1401CB44,Pranjal,Pranjal@mycollege.in,CB
1401CB45,Isha,Isha@mycollege.in,CB
1401CB46,Sumit,Sumit@mycollege.in,CB
1401CB47,Kishan,Kishan@mycollege.in,CB
1401CB48,Pawan,Pawan@mycollege.in,CB
1401CB49,Soumya,Soumya@mycollege.in,CB
1401CB50,Neelesh,Neelesh@mycollege.in,CB
1401CT47,Archana,Archana@mycollege.in,CT
1401CT48,Avanish,Avanish@mycollege.in,CT
1401CT49,Yusuf,Yusuf@mycollege.in,CT
1401CT50,Anubhav,Anubhav@mycollege.in,CT
1401CT51,Anita,Anita@mycollege.in,CT
1401CT52,Anupriya,Anupriya@mycollege.in,CT
1401CT53,Anukriti,Anukriti@mycollege.in,CT
1401CT54,Kritika,Kritika@mycollege.in,CT
1401CT55,Jaya,Jaya@mycollege.in,CT
1401CT56,Namrata,Namrata@mycollege.in,CT
1401CT57,Kushagra,Kushagra@mycollege.in,CT
1401CT58,Hariom,Hariom@mycollege.in,CT
1401CT59,Gargi,Gargi@mycollege.in,CT
1401CT60,Janvi,Janvi@mycollege.in,CT
1401CT61,Jai,Jai@mycollege.in,CT
1401CT62,Naziya,Naziya@mycollege.in,CT
1401CT63,Ragini,Ragini@mycollege.in,CT
1401CT64,Priyam,Priyam@mycollege.in,CT
