Roll,Name,Email,Branch
1401CB15,Nisha,Nisha@mycollege.in,CB
1401CB16,Arun,Arun@mycollege.in,CB
1401CB17,Pallavi,Pallavi@mycollege.in,CB
1401CB18,Aniket,Aniket@mycollege.in,CB
1401CB19,Nikita,Nikita@mycollege.in,CB
1401CB20,Vijay,Vijay@mycollege.in,CB
1401CB21,Ananya,Ananya@mycollege.in,CB
1401CB22,Priyanshi,Priyanshi@mycollege.in,CB
1401CB23,Suraj,Suraj@mycollege.in,CB
1401CB24,Akshat,Akshat@mycollege.in,CB
1401CB25,Ishika,Ishika@mycollege.in,CB
1401CB26,Mohit,Mohit@mycollege.in,CB
1401CB27,Palak,Palak@mycollege.in,CB
1401CB28,Ankur,Ankur@mycollege.in,CB
1401CB29,Richa,Richa@mycollege.in,CB
1401CB30,Ravi,Ravi@mycollege.in,CB
1401CB31,Arpit,Arpit@mycollege.in,CB
1401MC47,Lakshmi,Lakshmi@mycollege.in,MC
1401MC48,Love,Love@mycollege.in,MC
1401MC49,Lekhraj,Lekhraj@mycollege.in,MC
1401MC50,Sahil,Sahil@mycollege.in,MC
1401MC51,Seshikanth,Seshikanth@mycollege.in,MC
1401MC52,Kalpana,Kalpana@mycollege.in,MC
1401MC53,Santosh,Santosh@mycollege.in,MC
1401MC54,Kapil,Kapil@mycollege.in,MC
1401MC55,Subash,Subash@mycollege.in,MC
1401MC56,Raunak,Raunak@mycollege.in,MC
1401MC57,Mangal,Mangal@mycollege.in,MC
1401MC58,Tejas,Tejas@mycollege.in,MC
1401MC59,Mayur,Mayur@mycollege.in,MC
1401MC60,Ravisankar,Ravisankar@mycollege.in,MC
1401MC61,Mahesh,Mahesh@mycollege.in,MC
1401MC62,Mahato,Mahato@mycollege.in,MC
1401MC63,Aaryan,Aaryan@mycollege.in,MC
1401MC64,Manas,Manas@mycollege.in,MC
1401MC65,Surbhi,Surbhi@mycollege.in,MC
1401MC66,Deepshikha,Deepshikha@mycollege.in,MC
1401MC67,Amar,Amar@mycollege.in,MC
1401MC68,Anuj,Anuj@mycollege.in,MC
1401MC69,Siddhesh,Siddhesh@mycollege.in,MC
1401MC70,Venkata,Venkata@mycollege.in,MC
1401MC71,Renu,Renu@mycollege.in,MC
1401MC72,Farhan,Farhan@mycollege.in,MC
1401MC73,Vignesh,Vignesh@mycollege.in,MC
1401MC74,Abhimanyu,Abhimanyu@mycollege.in,MC
1401MC75,Faraz,Faraz@mycollege.in,MC
