Roll,Name,Email,Branch
1401MC01,Indra,Indra@mycollege.in,MC
1401MC02,Sasi,Sasi@mycollege.in,MC
1401MC03,Arvind,Arvind@mycollege.in,MC
1401MC04,Kartik,Kartik@mycollege.in,MC
1401MC05,Kartikeya,Kartikeya@mycollege.in,MC
1401MC06,Chaitanya,Chaitanya@mycollege.in,MC
1401MC07,Mani,Mani@mycollege.in,MC
1401MC08,Sukirti,Sukirti@mycollege.in,MC
1401MC09,Subodh,Subodh@mycollege.in,MC
1401MC10,Surendra,Surendra@mycollege.in,MC
1401MC11,Ashok,Ashok@mycollege.in,MC
1401MC12,Suresh,Suresh@mycollege.in,MC
1401MC13,Karthikeya,Karthikeya@mycollege.in,MC
1401MC14,Lalit,Lalit@mycollege.in,MC
1401MC15,Urmila,Urmila@mycollege.in,MC
1401MC16,Sudhakar,Sudhakar@mycollege.in,MC
1401MC17,Dhruva,Dhruva@mycollege.in,MC
1401MC18,Dhananjay,Dhananjay@mycollege.in,MC
1401MC19,Rama,Rama@mycollege.in,MC
1401MC20,Raj,Raj@mycollege.in,MC
1401MC21,Chinmay,Chinmay@mycollege.in,MC
1401MC22,Chahat,Chahat@mycollege.in,MC
1401MC23,Sourav,Sourav@mycollege.in,MC
1401MC24,Desh,Desh@mycollege.in,MC
1401MC25,Raashi,Raashi@mycollege.in,MC
1401MC26,Ram,Ram@mycollege.in,MC
1401MC27,Laxmi,Laxmi@mycollege.in,MC
1401MC28,Krishan,Krishan@mycollege.in,MC
1401MC29,Yatharth,Yatharth@mycollege.in,MC
1401MC30,Mridul,Mridul@mycollege.in,MC
1401MC31,Vinay,Vinay@mycollege.in,MC
1401MC32,Sreekanth,Sreekanth@mycollege.in,MC
1401MC33,Sweta,Sweta@mycollege.in,MC
1401MC34,Thaanya,Thaanya@mycollege.in,MC
1401MC35,Rakesh,Rakesh@mycollege.in,MC
1401MC36,Pinky,Pinky@mycollege.in,MC
1401MC37,Raju,Raju@mycollege.in,MC
1401MC38,Rajiv,Rajiv@mycollege.in,MC
1401MC39,Rajkumar,Rajkumar@mycollege.in,MC
1401MC40,Pushkar,Pushkar@mycollege.in,MC
1401MC41,Asutosh,Asutosh@mycollege.in,MC
1401MC42,Pradip,Pradip@mycollege.in,MC
1401MC43,Mrityunjay,Mrityunjay@mycollege.in,MC
1401MC44,Kavish,Kavish@mycollege.in,MC
1401MC45,Monica,Monica@mycollege.in,MC
1401MC46,Sabareesh,Sabareesh@mycollege.in,MC
