Roll,Name,Email,Branch
1401AI26,Priya,Priya@mycollege.in,AI
1401AI27,Harshit,Harshit@mycollege.in,AI
1401AI28,Shashank,Shashank@mycollege.in,AI
1401AI29,Akash,Akash@mycollege.in,AI
1401AI30,Varun,Varun@mycollege.in,AI
1401CB26,Mohit,Mohit@mycollege.in,CB
1401CB27,Palak,Palak@mycollege.in,CB
1401CB28,Ankur,Ankur@mycollege.in,CB
1401CB29,Richa,Richa@mycollege.in,CB
1401CB30,Ravi,Ravi@mycollege.in,CB
1401CE26,Arushi,Arushi@mycollege.in,CE
1401CE27,Ishan,Ishan@mycollege.in,CE
1401CE28,Garima,Garima@mycollege.in,CE
1401CE29,Manish,Manish@mycollege.in,CE
1401CE30,Vaishnavi,Vaishnavi@mycollege.in,CE
1401CH26,Shatakshi,Shatakshi@mycollege.in,CH
1401CH27,Supriya,Supriya@mycollege.in,CH
1401CH28,Anchal,Anchal@mycollege.in,CH
1401CH29,Simran,Simran@mycollege.in,CH
1401CH30,Srijan,Srijan@mycollege.in,CH
1401CS26,Aqsa,Aqsa@mycollege.in,CS
1401CS27,Anwar,Anwar@mycollege.in,CS
1401CS28,Apratim,Apratim@mycollege.in,CS
1401CS29,Hasni,Hasni@mycollege.in,CS
1401CS30,Dalia,Dalia@mycollege.in,CS
1401CT26,Manya,Manya@mycollege.in,CT
1401CT27,Pakhi,Pakhi@mycollege.in,CT
1401CT28,Ranu,Ranu@mycollege.in,CT
1401CT29,Purvi,Purvi@mycollege.in,CT
1401CT30,Sapna,Sapna@mycollege.in,CT
1401EC21,Prarthana,Prarthana@mycollege.in,EC
1401EC22,Rekha,Rekha@mycollege.in,EC
1401EC23,Pratham,Pratham@mycollege.in,EC
1401EC24,Devanshu,Devanshu@mycollege.in,EC
1401MC21,Chinmay,Chinmay@mycollege.in,MC
1401MC22,Chahat,Chahat@mycollege.in,MC
1401MC23,Sourav,Sourav@mycollege.in,MC
1401MC24,Desh,Desh@mycollege.in,MC
1401MM21,Vipasha,Vipasha@mycollege.in,MM
1401MM22,Abbas,Abbas@mycollege.in,MM
1401MM23,Anubha,Anubha@mycollege.in,MM
1401MM24,Chandra,Chandra@mycollege.in,MM
1401MT21,Ibrahim,Ibrahim@mycollege.in,MT
1401MT22,Jagriti,Jagriti@mycollege.in,MT
1401MT23,Khansa,Khansa@mycollege.in,MT
1401MT24,Kunaal,Kunaal@mycollege.in,MT
