Roll,Name,Email,Branch
1401AI36,Swati,Swati@mycollege.in,AI
1401AI37,Vishal,Vishal@mycollege.in,AI
1401AI38,Aditya,Aditya@mycollege.in,AI
1401AI39,Nidhi,Nidhi@mycollege.in,AI
1401AI40,Ayushi,Ayushi@mycollege.in,AI
1401CB36,Khushi,Khushi@mycollege.in,CB
1401CB37,Shweta,Shweta@mycollege.in,CB
1401CB38,Kavya,Kavya@mycollege.in,CB
1401CB39,Kunal,Kunal@mycollege.in,CB
1401CB40,Dheeraj,Dheeraj@mycollege.in,CB
1401CE36,Mohsin,Mohsin@mycollege.in,CE
1401CE37,Saran,Saran@mycollege.in,CE
1401CE38,Vikash,Vikash@mycollege.in,CE
1401CE39,Aayush,Aayush@mycollege.in,CE
1401CE40,Akhilesh,Akhilesh@mycollege.in,CE
1401CH36,Poornima,Poornima@mycollege.in,CH
1401CH37,Anil,Anil@mycollege.in,CH
1401CH38,Mahendra,Mahendra@mycollege.in,CH
1401CH39,Ahmad,Ahmad@mycollege.in,CH
1401CH40,Shalini,Shalini@mycollege.in,CH
1401CS36,Aastha,Aastha@mycollege.in,CS
1401CS37,Aakriti,Aakriti@mycollege.in,CS
1401CS38,Abhyuday,Abhyuday@mycollege.in,CS
1401CS39,Akarsh,Akarsh@mycollege.in,CS
1401CS40,Navneet,Navneet@mycollege.in,CS
1401CT36,Satya,Satya@mycollege.in,CT
1401CT37,Vandana,Vandana@mycollege.in,CT
1401CT38,Tanishq,Tanishq@mycollege.in,CT
1401CT39,Amaan,Amaan@mycollege.in,CT
1401CT40,Yuvraj,Yuvraj@mycollege.in,CT
1401EC29,Bhavya,Bhavya@mycollege.in,EC
1401EC30,Dev,Dev@mycollege.in,EC
1401EC31,Deepali,Deepali@mycollege.in,EC
1401EC32,Faizan,Faizan@mycollege.in,EC
1401MC29,Yatharth,Yatharth@mycollege.in,MC
1401MC30,Mridul,Mridul@mycollege.in,MC
1401MC31,Vinay,Vinay@mycollege.in,MC
1401MC32,Sreekanth,Sreekanth@mycollege.in,MC
1401MM29,Vardhamann,Vardhamann@mycollege.in,MM
1401MM30,Sairam,Sairam@mycollege.in,MM
1401MM31,Abhedhya,Abhedhya@mycollege.in,MM
1401MM32,Gnaneswar,Gnaneswar@mycollege.in,MM
1401MT29,Priyal,Priyal@mycollege.in,MT
1401MT30,Pradium,Pradium@mycollege.in,MT
1401MT31,Omhari,Omhari@mycollege.in,MT
1401MT32,Pranidhi,Pranidhi@mycollege.in,MT
