Roll,Name,Email,Branch
1401AI06,Anjali,Anjali@mycollege.in,AI
1401AI07,Shubham,Shubham@mycollege.in,AI
1401AI08,Anushka,Anushka@mycollege.in,AI
1401AI09,Rohit,Rohit@mycollege.in,AI
1401AI10,Saurabh,Saurabh@mycollege.in,AI
1401CB06,Adarsh,Adarsh@mycollege.in,CB
1401CB07,Divya,Divya@mycollege.in,CB
1401CB08,Piyush,Piyush@mycollege.in,CB
1401CB09,Pragya,Pragya@mycollege.in,CB
1401CB10,Ajay,Ajay@mycollege.in,CB
1401CE06,Shivam,Shivam@mycollege.in,CE
1401CE07,Lakshya,Lakshya@mycollege.in,CE
1401CE08,Ashish,Ashish@mycollege.in,CE
1401CE09,Sandeep,Sandeep@mycollege.in,CE
1401CE10,Ishita,Ishita@mycollege.in,CE
1401CH06,Chirag,Chirag@mycollege.in,CH
1401CH07,Abhay,Abhay@mycollege.in,CH
1401CH08,Lucky,Lucky@mycollege.in,CH
1401CH09,Smriti,Smriti@mycollege.in,CH
1401CH10,Manu,Manu@mycollege.in,CH
1401CS06,Sanjay,Sanjay@mycollege.in,CS
1401CS07,Mahek,Mahek@mycollege.in,CS
1401CS08,Narendra,Narendra@mycollege.in,CS
1401CS09,Ekta,Ekta@mycollege.in,CS
1401CS10,Adil,Adil@mycollege.in,CS
1401CT06,Shakti,Shakti@mycollege.in,CT
1401CT07,Satendra,Satendra@mycollege.in,CT
1401CT08,Shaqib,Shaqib@mycollege.in,CT
1401CT09,Shalu,Shalu@mycollege.in,CT
1401CT10,Sudheer,Sudheer@mycollege.in,CT
1401EC05,Prabhakar,Prabhakar@mycollege.in,EC
1401EC06,Nivedita,Nivedita@mycollege.in,EC
1401EC07,Neetika,Neetika@mycollege.in,EC
1401EC08,Monu,Monu@mycollege.in,EC
1401MC05,Kartikeya,Kartikeya@mycollege.in,MC
1401MC06,Chaitanya,Chaitanya@mycollege.in,MC
1401MC07,Mani,Mani@mycollege.in,MC
1401MC08,Sukirti,Sukirti@mycollege.in,MC
1401MM05,Hemlata,Hemlata@mycollege.in,MM
1401MM06,Aanchal,Aanchal@mycollege.in,MM
1401MM07,Sathwika,Sathwika@mycollege.in,MM
1401MM08,Deepa,Deepa@mycollege.in,MM
1401MT05,Mubasshira,Mubasshira@mycollege.in,MT
1401MT06,Goldy,Goldy@mycollege.in,MT
1401MT07,Monish,Monish@mycollege.in,MT
1401MT08,Moosvi,Moosvi@mycollege.in,MT
