Roll,Name,Email,Branch
1401CH64,Tarun,Tarun@mycollege.in,CH
1401CH65,Samarth,Samarth@mycollege.in,CH
1401CH66,Ruchi,Ruchi@mycollege.in,CH
1401CH67,Udit,Udit@mycollege.in,CH
1401CH68,Rashi,Rashi@mycollege.in,CH
1401CH69,Shailendra,Shailendra@mycollege.in,CH
1401CH70,Sameer,Sameer@mycollege.in,CH
1401CH71,Shubhi,Shubhi@mycollege.in,CH
1401CH72,Siddhant,Siddhant@mycollege.in,CH
1401CS64,Aakash,Aakash@mycollege.in,CS
1401CS65,Ayan,Ayan@mycollege.in,CS
1401CS66,Aryan,Aryan@mycollege.in,CS
1401CS67,Vertika,Vertika@mycollege.in,CS
1401CS68,Umme,Umme@mycollege.in,CS
1401CS69,Yukti,Yukti@mycollege.in,CS
1401CS70,Vishesh,Vishesh@mycollege.in,CS
1401CS71,Ayushman,Ayushman@mycollege.in,CS
1401CS72,Geeta,Geeta@mycollege.in,CS
1401CT64,Priyam,Priyam@mycollege.in,CT
1401MC54,Kapil,Kapil@mycollege.in,MC
1401MC55,Subash,Subash@mycollege.in,MC
1401MC56,Raunak,Raunak@mycollege.in,MC
1401MC57,Mangal,Mangal@mycollege.in,MC
1401MC58,Tejas,Tejas@mycollege.in,MC
1401MC59,Mayur,Mayur@mycollege.in,MC
1401MC60,Ravisankar,Ravisankar@mycollege.in,MC
1401MC61,Mahesh,Mahesh@mycollege.in,MC
1401MC62,Mahato,Mahato@mycollege.in,MC
1401MM54,Shwetanshi,Shwetanshi@mycollege.in,MM
1401MM55,Anshit,Anshit@mycollege.in,MM
1401MM56,Anubhuti,Anubhuti@mycollege.in,MM
1401MM57,Vashif,Vashif@mycollege.in,MM
1401MM58,Jahangeer,Jahangeer@mycollege.in,MM
1401MM59,Sharanya,Sharanya@mycollege.in,MM
1401MM60,Saudamini,Saudamini@mycollege.in,MM
1401MM61,Arshad,Arshad@mycollege.in,MM
1401MM62,Yeram,Yeram@mycollege.in,MM
1401MT53,Punya,Punya@mycollege.in,MT
1401MT54,Nihal,Nihal@mycollege.in,MT
1401MT55,Devyanti,Devyanti@mycollege.in,MT
1401MT56,Nishchay,Nishchay@mycollege.in,MT
1401MT57,Shagun,Shagun@mycollege.in,MT
1401MT58,Joy,Joy@mycollege.in,MT
1401MT59,Reshami,Reshami@mycollege.in,MT
1401MT60,Ronit,Ronit@mycollege.in,MT
1401MT61,Rishu,Rishu@mycollege.in,MT
