Roll,Name,Email,Branch
1401CB46,Sumit,Sumit@mycollege.in,CB
1401CB47,Kishan,Kishan@mycollege.in,CB
1401CB48,Pawan,Pawan@mycollege.in,CB
1401CB49,Soumya,Soumya@mycollege.in,CB
1401CB50,Neelesh,Neelesh@mycollege.in,CB
1401CE46,Abdul,Abdul@mycollege.in,CE
1401CE47,Sumeet,Sumeet@mycollege.in,CE
1401CE48,Prerna,Prerna@mycollege.in,CE
1401CE49,Nupur,Nupur@mycollege.in,CE
1401CE50,Neha,Neha@mycollege.in,CE
1401CE51,Vikas,Vikas@mycollege.in,CE
1401CH46,Unnati,Unnati@mycollege.in,CH
1401CH47,Sachin,Sachin@mycollege.in,CH
1401CH48,Anupam,Anupam@mycollege.in,CH
1401CH49,Shailesh,Shailesh@mycollege.in,CH
1401CH50,Shoaib,Shoaib@mycollege.in,CH
1401CS46,Kirti,Kirti@mycollege.in,CS
1401CS47,Annanya,Annanya@mycollege.in,CS
1401CS48,Arunima,Arunima@mycollege.in,CS
1401CS49,Niteesh,Niteesh@mycollege.in,CS
1401CS50,Nithisha,Nithisha@mycollege.in,CS
1401CT46,Arman,Arman@mycollege.in,CT
1401CT47,Archana,Archana@mycollege.in,CT
1401CT48,Avanish,Avanish@mycollege.in,CT
1401CT49,Yusuf,Yusuf@mycollege.in,CT
1401CT50,Anubhav,Anubhav@mycollege.in,CT
1401EC37,Jahnavi,Jahnavi@mycollege.in,EC
1401EC38,Jahanvi,Jahanvi@mycollege.in,EC
1401EC39,Kamran,Kamran@mycollege.in,EC
1401EC40,Kamini,Kamini@mycollege.in,EC
1401EC41,Rana,Rana@mycollege.in,EC
1401MC37,Raju,Raju@mycollege.in,MC
1401MC38,Rajiv,Rajiv@mycollege.in,MC
1401MC39,Rajkumar,Rajkumar@mycollege.in,MC
1401MC40,Pushkar,Pushkar@mycollege.in,MC
1401MC41,Asutosh,Asutosh@mycollege.in,MC
1401MM37,Rupanjali,Rupanjali@mycollege.in,MM
1401MM38,Rupeshwary,Rupeshwary@mycollege.in,MM
1401MM39,Brahmaputra,Brahmaputra@mycollege.in,MM
1401MM40,Hariharan,Hariharan@mycollege.in,MM
1401MM41,Pranav,Pranav@mycollege.in,MM
1401MT37,Rishit,Rishit@mycollege.in,MT
1401MT38,Meenu,Meenu@mycollege.in,MT
1401MT39,Ranjan,Ranjan@mycollege.in,MT
1401MT40,Shukant,Shukant@mycollege.in,MT
1401MT41,Jashveer,Jashveer@mycollege.in,MT
