Roll,Name,Email,Branch
1401CE52,Vanshika,Vanshika@mycollege.in,CE
1401CE53,Rohan,Rohan@mycollege.in,CE
1401CE54,Shivansh,Shivansh@mycollege.in,CE
1401CE55,Sunil,Sunil@mycollege.in,CE
1401CE56,Juhi,Juhi@mycollege.in,CE
1401CH51,Vishnu,Vishnu@mycollege.in,CH
1401CH52,Surya,Surya@mycollege.in,CH
1401CH53,Pankaj,Pankaj@mycollege.in,CH
1401CH54,Kaif,Kaif@mycollege.in,CH
1401CH55,Pooja,Pooja@mycollege.in,CH
1401CH56,Gayathri,Gayathri@mycollege.in,CH
1401CS51,Sandhya,Sandhya@mycollege.in,CS
1401CS52,Uttam,Uttam@mycollege.in,CS
1401CS53,Vatsalya,Vatsalya@mycollege.in,CS
1401CS54,Aparna,Aparna@mycollege.in,CS
1401CS55,Disha,Disha@mycollege.in,CS
1401CS56,Seema,Seema@mycollege.in,CS
1401CT51,Anita,Anita@mycollege.in,CT
1401CT52,Anupriya,Anupriya@mycollege.in,CT
1401CT53,Anukriti,Anukriti@mycollege.in,CT
1401CT54,Kritika,Kritika@mycollege.in,CT
1401CT55,Jaya,Jaya@mycollege.in,CT
1401CT56,Namrata,Namrata@mycollege.in,CT
1401EC42,Sidhi,Sidhi@mycollege.in,EC
1401EC43,Hartesh,Hartesh@mycollege.in,EC
1401EC44,Mrithyunjay,Mrithyunjay@mycollege.in,EC
1401EC45,Nishtha,Nishtha@mycollege.in,EC
1401EC46,Dilip,Dilip@mycollege.in,EC
1401EC47,Ramanakanth,Ramanakanth@mycollege.in,EC
1401MC42,Pradip,Pradip@mycollege.in,MC
1401MC43,Mrityunjay,Mrityunjay@mycollege.in,MC
1401MC44,Kavish,Kavish@mycollege.in,MC
1401MC45,Monica,Monica@mycollege.in,MC
1401MC46,Sabareesh,Sabareesh@mycollege.in,MC
1401MC47,Lakshmi,Lakshmi@mycollege.in,MC
1401MM42,Babu,Babu@mycollege.in,MM
1401MM43,Bibhu,Bibhu@mycollege.in,MM
1401MM44,Chirayu,Chirayu@mycollege.in,MM
1401MM45,Sameeksha,Sameeksha@mycollege.in,MM
1401MM46,Ashmita,Ashmita@mycollege.in,MM
1401MM47,Chhavi,Chhavi@mycollege.in,MM
1401MT42,Nargis,Nargis@mycollege.in,MT
1401MT43,Shreyans,Shreyans@mycollege.in,MT
1401MT44,Manaswini,Manaswini@mycollege.in,MT
1401MT45,Neelu,Neelu@mycollege.in,MT
1401MT46,Mukund,Mukund@mycollege.in,MT
