Roll,Name,Email,Branch
1401CH83,Vigneshwaran,Vigneshwaran@mycollege.in,CH
1401CH84,Kriti,Kriti@mycollege.in,CH
1401CS82,Shubh,Shubh@mycollege.in,CS
1401CS83,Shreyash,Shreyash@mycollege.in,CS
1401CS84,Satyarth,Satyarth@mycollege.in,CS
1401CS85,Satyam,Satyam@mycollege.in,CS
1401CS86,Shilpa,Shilpa@mycollege.in,CS
1401CS87,Shikha,Shikha@mycollege.in,CS
1401CS88,Soniya,Soniya@mycollege.in,CS
1401CS89,Tanay,Tanay@mycollege.in,CS
1401CS90,Sushant,Sushant@mycollege.in,CS
1401CS91,Ujjwal,Ujjwal@mycollege.in,CS
1401CS92,Tanu,Tanu@mycollege.in,CS
1401CS93,Subham,Subham@mycollege.in,CS
1401CS94,Srishti,Srishti@mycollege.in,CS
1401CS95,Suryakant,Suryakant@mycollege.in,CS
1401MC72,Farhan,Farhan@mycollege.in,MC
1401MC73,Vignesh,Vignesh@mycollege.in,MC
1401MC74,Abhimanyu,Abhimanyu@mycollege.in,MC
1401MC75,Faraz,Faraz@mycollege.in,MC
1401MM72,Shyamali,Shyamali@mycollege.in,MM
1401MM73,Sejal,Sejal@mycollege.in,MM
1401MM74,Shaileja,Shaileja@mycollege.in,MM
1401MM75,Gitanshu,Gitanshu@mycollege.in,MM
1401MM76,Mansoon,Mansoon@mycollege.in,MM
1401MM77,Akshaya,Akshaya@mycollege.in,MM
1401MM78,Madhusri,Madhusri@mycollege.in,MM
1401MM79,Meet,Meet@mycollege.in,MM
1401MM80,Prajeeth,Prajeeth@mycollege.in,MM
1401MM81,Gyanvi,Gyanvi@mycollege.in,MM
1401MM82,Govindam,Govindam@mycollege.in,MM
1401MT71,Shagufta,Shagufta@mycollege.in,MT
1401MT72,Shaad,Shaad@mycollege.in,MT
1401MT73,Rupali,Rupali@mycollege.in,MT
1401MT74,Jenamani,Jenamani@mycollege.in,MT
1401MT75,Sadiya,Sadiya@mycollege.in,MT
1401MT76,Saksham,Saksham@mycollege.in,MT
1401MT77,Saharsh,Saharsh@mycollege.in,MT
1401MT78,Kushan,Kushan@mycollege.in,MT
