Roll,Name,Email,Branch
1401AI31,Yash,Yash@mycollege.in,AI
1401AI32,Shreya,Shreya@mycollege.in,AI
1401AI33,Harshita,Harshita@mycollege.in,AI
1401AI34,Anurag,Anurag@mycollege.in,AI
1401AI35,Vivek,Vivek@mycollege.in,AI
1401CB31,Arpit,Arpit@mycollege.in,CB
1401CB32,Ankita,Ankita@mycollege.in,CB
1401CB33,Shraddha,Shraddha@mycollege.in,CB
1401CB34,Deepak,Deepak@mycollege.in,CB
1401CB35,Priyanka,Priyanka@mycollege.in,CB
1401CE31,Shreyansh,Shreyansh@mycollege.in,CE
1401CE32,Atul,Atul@mycollege.in,CE
1401CE33,Sarvesh,Sarvesh@mycollege.in,CE
1401CE34,Vidya,Vidya@mycollege.in,CE
1401CE35,Shubhangi,Shubhangi@mycollege.in,CE
1401CH31,Ashwani,Ashwani@mycollege.in,CH
1401CH32,Stuti,Stuti@mycollege.in,CH
1401CH33,Abhijeet,Abhijeet@mycollege.in,CH
1401CH34,Harshvardhan,Harshvardhan@mycollege.in,CH
1401CH35,Ajit,Ajit@mycollege.in,CH
1401CS31,Aadharsh,Aadharsh@mycollege.in,CS
1401CS32,Amarnath,Amarnath@mycollege.in,CS
1401CS33,Bramoni,Bramoni@mycollege.in,CS
1401CS34,Nethaji,Nethaji@mycollege.in,CS
1401CS35,Chetna,Chetna@mycollege.in,CS
1401CT31,Saloni,Saloni@mycollege.in,CT
1401CT32,Prachi,Prachi@mycollege.in,CT
1401CT33,Poonam,Poonam@mycollege.in,CT
1401CT34,Purnima,Purnima@mycollege.in,CT
1401CT35,Prajjwal,Prajjwal@mycollege.in,CT
1401EC25,Devansh,Devansh@mycollege.in,EC
1401EC26,Dolly,Dolly@mycollege.in,EC
1401EC27,Dhruv,Dhruv@mycollege.in,EC
1401EC28,Deeksha,Deeksha@mycollege.in,EC
1401MC25,Raashi,Raashi@mycollege.in,MC
1401MC26,Ram,Ram@mycollege.in,MC
1401MC27,Laxmi,Laxmi@mycollege.in,MC
1401MC28,Krishan,Krishan@mycollege.in,MC
1401MM25,Ayesha,Ayesha@mycollege.in,MM
1401MM26,Rizwa,Rizwa@mycollege.in,MM
1401MM27,Sanjeeda,Sanjeeda@mycollege.in,MM
1401MM28,Devadathan,Devadathan@mycollege.in,MM
1401MT25,Ishwa,Ishwa@mycollege.in,MT
1401MT26,Joshika,Joshika@mycollege.in,MT
1401MT27,Sawan,Sawan@mycollege.in,MT
1401MT28,Priyesh,Priyesh@mycollege.in,MT
