Roll,Name,Email,Branch
1401AI21,Ankit,Ankit@mycollege.in,AI
1401AI22,Gaurav,Gaurav@mycollege.in,AI
1401AI23,Nikhil,Nikhil@mycollege.in,AI
1401AI24,Siddharth,Siddharth@mycollege.in,AI
1401AI25,Prashant,Prashant@mycollege.in,AI
1401CB21,Ananya,Ananya@mycollege.in,CB
1401CB22,Priyanshi,Priyanshi@mycollege.in,CB
1401CB23,Suraj,Suraj@mycollege.in,CB
1401CB24,Akshat,Akshat@mycollege.in,CB
1401CB25,Ishika,Ishika@mycollege.in,CB
1401CE21,Prakash,Prakash@mycollege.in,CE
1401CE22,Pratibha,Pratibha@mycollege.in,CE
1401CE23,Praveen,Praveen@mycollege.in,CE
1401CE24,Priyanshu,Priyanshu@mycollege.in,CE
1401CE25,Kshitij,Kshitij@mycollege.in,CE
1401CH21,Hemant,Hemant@mycollege.in,CH
1401CH22,Amol,Amol@mycollege.in,CH
1401CH23,Sonal,Sonal@mycollege.in,CH
1401CH24,Rishab,Rishab@mycollege.in,CH
1401CH25,Shashwat,Shashwat@mycollege.in,CH
1401CS21,Kundalik,Kundalik@mycollege.in,CS
1401CS22,Durga,Durga@mycollege.in,CS
1401CS23,Apurva,Apurva@mycollege.in,CS
1401CS24,Alka,Alka@mycollege.in,CS
1401CS25,Indora,Indora@mycollege.in,CS
1401CT21,Nitikarsh,Nitikarsh@mycollege.in,CT
1401CT22,Mugdha,Mugdha@mycollege.in,CT
1401CT23,Madhu,Madhu@mycollege.in,CT
1401CT24,Khanak,Khanak@mycollege.in,CT
1401CT25,Megha,Megha@mycollege.in,CT
1401EC17,Rishika,Rishika@mycollege.in,EC
1401EC18,Satvik,Satvik@mycollege.in,EC
1401EC19,Sanskar,Sanskar@mycollege.in,EC
1401EC20,Prateek,Prateek@mycollege.in,EC
1401MC17,Dhruva,Dhruva@mycollege.in,MC
1401MC18,Dhananjay,Dhananjay@mycollege.in,MC
1401MC19,Rama,Rama@mycollege.in,MC
1401MC20,Raj,Raj@mycollege.in,MC
1401MM17,Aadil,Aadil@mycollege.in,MM
1401MM18,Ali,Ali@mycollege.in,MM
1401MM19,Nishant,Nishant@mycollege.in,MM
1401MM20,Aaditya,Aaditya@mycollege.in,MM
1401MT17,Noopur,Noopur@mycollege.in,MT
1401MT18,Suchita,Suchita@mycollege.in,MT
1401MT19,Sumaiya,Sumaiya@mycollege.in,MT
1401MT20,Himanshi,Himanshi@mycollege.in,MT
