Roll,Name,Email,Branch
1401AI01,Abhishek,Abhishek@mycollege.in,AI
1401AI02,Aman,Aman@mycollege.in,AI
1401AI03,Harsh,Harsh@mycollege.in,AI
1401AI04,Ayush,Ayush@mycollege.in,AI
1401AI05,Aditi,Aditi@mycollege.in,AI
1401CB01,Mansi,Mansi@mycollege.in,CB
1401CB02,Tushar,Tushar@mycollege.in,CB
1401CB03,Abhinav,Abhinav@mycollege.in,CB
1401CB04,Shivangi,Shivangi@mycollege.in,CB
1401CB05,Ashutosh,Ashutosh@mycollege.in,CB
1401CE01,Sarthak,Sarthak@mycollege.in,CE
1401CE02,Alok,Alok@mycollege.in,CE
1401CE03,Raghav,Raghav@mycollege.in,CE
1401CE04,Rishi,Rishi@mycollege.in,CE
1401CE05,Pragati,Pragati@mycollege.in,CE
1401CH01,Nitesh,Nitesh@mycollege.in,CH
1401CH02,Ganesh,Ganesh@mycollege.in,CH
1401CH03,Naveen,Naveen@mycollege.in,CH
1401CH04,Shikhar,Shikhar@mycollege.in,CH
1401CH05,Jitendra,Jitendra@mycollege.in,CH
1401CS01,Arpita,Arpita@mycollege.in,CS
1401CS02,Divyanshi,Divyanshi@mycollege.in,CS
1401CS03,Yogesh,Yogesh@mycollege.in,CS
1401CS04,Deepika,Deepika@mycollege.in,CS
1401CS05,Astha,Astha@mycollege.in,CS
1401CT01,Sudhanshu,Sudhanshu@mycollege.in,CT
1401CT02,Shivang,Shivang@mycollege.in,CT
1401CT03,Shilpi,Shilpi@mycollege.in,CT
1401CT04,Sourabh,Sourabh@mycollege.in,CT
1401CT05,Sonu,Sonu@mycollege.in,CT
1401EC01,Sania,Sania@mycollege.in,EC
1401EC02,Sangeeta,Sangeeta@mycollege.in,EC
1401EC03,Nimish,Nimish@mycollege.in,EC
1401EC04,Nimesh,Nimesh@mycollege.in,EC
1401MC01,Indra,Indra@mycollege.in,MC
1401MC02,Sasi,Sasi@mycollege.in,MC
1401MC03,Arvind,Arvind@mycollege.in,MC
1401MC04,Kartik,Kartik@mycollege.in,MC
1401MM01,Bilal,Bilal@mycollege.in,MM
1401MM02,Abhilash,Abhilash@mycollege.in,MM
1401MM03,Vaishali,Vaishali@mycollege.in,MM
1401MM04,Apoorva,Apoorva@mycollege.in,MM
1401MT01,Mairaz,Mairaz@mycollege.in,MT
1401MT02,Abhilasha,Abhilasha@mycollege.in,MT
1401MT03,Mritunjay,Mritunjay@mycollege.in,MT
1401MT04,Mudit,Mudit@mycollege.in,MT
