Roll,Name,Email,Branch
1401AI41,Krishna,Krishna@mycollege.in,AI
1401AI42,Anshika,Anshika@mycollege.in,AI
1401AI43,Sakshi,Sakshi@mycollege.in,AI
1401AI44,Shivani,Shivani@mycollege.in,AI
1401AI45,Prakhar,Prakhar@mycollege.in,AI
1401CB41,Akshita,Akshita@mycollege.in,CB
1401CB42,Riya,Riya@mycollege.in,CB
1401CB43,Sneha,Sneha@mycollege.in,CB
1401CB44,Pranjal,Pranjal@mycollege.in,CB
1401CB45,Isha,Isha@mycollege.in,CB
1401CE41,Nitin,Nitin@mycollege.in,CE
1401CE42,Himani,Himani@mycollege.in,CE
1401CE43,Sushil,Sushil@mycollege.in,CE
1401CE44,Vartika,Vartika@mycollege.in,CE
1401CE45,Aviral,Aviral@mycollege.in,CE
1401CH41,Abhijit,Abhijit@mycollege.in,CH
1401CH42,Suyash,Suyash@mycollege.in,CH
1401CH43,Sanskriti,Sanskriti@mycollege.in,CH
1401CH44,Danish,Danish@mycollege.in,CH
1401CH45,Tamanna,Tamanna@mycollege.in,CH
1401CS41,Om,Om@mycollege.in,CS
1401CS42,Swapnil,Swapnil@mycollege.in,CS
1401CS43,Akhil,Akhil@mycollege.in,CS
1401CS44,Madhav,Madhav@mycollege.in,CS
1401CS45,Divyam,Divyam@mycollege.in,CS
1401CT41,Saurav,Saurav@mycollege.in,CT
1401CT42,Sanjeev,Sanjeev@mycollege.in,CT
1401CT43,Simaran,Simaran@mycollege.in,CT
1401CT44,Shrishti,Shrishti@mycollege.in,CT
1401CT45,Amrit,Amrit@mycollege.in,CT
1401EC33,Khushboo,Khushboo@mycollege.in,EC
1401EC34,Karishma,Karishma@mycollege.in,EC
1401EC35,Madhuri,Madhuri@mycollege.in,EC
1401EC36,Maaz,Maaz@mycollege.in,EC
1401MC33,Sweta,Sweta@mycollege.in,MC
1401MC34,Thaanya,Thaanya@mycollege.in,MC
1401MC35,Rakesh,Rakesh@mycollege.in,MC
1401MC36,Pinky,Pinky@mycollege.in,MC
1401MM33,Sara,Sara@mycollege.in,MM
1401MM34,Rupal,Rupal@mycollege.in,MM
1401MM35,Sahaj,Sahaj@mycollege.in,MM
1401MM36,Robin,Robin@mycollege.in,MM
1401MT33,Leena,Leena@mycollege.in,MT
1401MT34,Harshada,Harshada@mycollege.in,MT
1401MT35,Prathmesh,Prathmesh@mycollege.in,MT
1401MT36,Ritank,Ritank@mycollege.in,MT
